id,value,category
892645,-5,5
892646,-4,6
892647,-3,7
892648,-2,8
892649,-1,9
892650,0,0
892651,1,1
892652,2,2
892653,3,3
892654,4,4
892655,5,5
892656,6,6
892657,7,7
892658,8,8
892659,9,9
892660,10,0
892661,11,1
892662,12,2
892663,13,3
892664,14,4
892665,15,5
892666,16,6
892667,17,7
892668,18,8
892669,19,9
892670,20,0
892671,21,1
892672,22,2
892673,23,3
892674,24,4
892675,25,5
892676,26,6
892677,27,7
892678,28,8
892679,29,9
892680,30,0
892681,31,1
892682,32,2
892683,33,3
892684,34,4
892685,35,5
892686,36,6
892687,37,7
892688,38,8
892689,39,9
892690,40,0
892691,41,1
892692,42,2
892693,43,3
892694,44,4
892695,45,5
892696,46,6
892697,47,7
892698,48,8
892699,49,9
892700,-50,0
892701,-49,1
892702,-48,2
892703,-47,3
892704,-46,4
892705,-45,5
892706,-44,6
892707,-43,7
892708,-42,8
892709,-41,9
892710,-40,0
892711,-39,1
892712,-38,2
892713,-37,3
892714,-36,4
892715,-35,5
892716,-34,6
892717,-33,7
892718,-32,8
892719,-31,9
892720,-30,0
892721,-29,1
892722,-28,2
892723,-27,3
892724,-26,4
892725,-25,5
892726,-24,6
892727,-23,7
892728,-22,8
892729,-21,9
892730,-20,0
892731,-19,1
892732,-18,2
892733,-17,3
892734,-16,4
892735,-15,5
892736,-14,6
892737,-13,7
892738,-12,8
892739,-11,9
892740,-10,0
892741,-9,1
892742,-8,2
892743,-7,3
892744,-6,4
892745,-5,5
892746,-4,6
892747,-3,7
892748,-2,8
892749,-1,9
892750,0,0
892751,1,1
892752,2,2
892753,3,3
892754,4,4
892755,5,5
892756,6,6
892757,7,7
892758,8,8
892759,9,9
892760,10,0
892761,11,1
892762,12,2
892763,13,3
892764,14,4
892765,15,5
892766,16,6
892767,17,7
892768,18,8
892769,19,9
892770,20,0
892771,21,1
892772,22,2
892773,23,3
892774,24,4
892775,25,5
892776,26,6
892777,27,7
892778,28,8
892779,29,9
892780,30,0
892781,31,1
892782,32,2
892783,33,3
892784,34,4
892785,35,5
892786,36,6
892787,37,7
892788,38,8
892789,39,9
892790,40,0
892791,41,1
892792,42,2
892793,43,3
892794,44,4
892795,45,5
892796,46,6
892797,47,7
892798,48,8
892799,49,9
892800,-50,0
892801,-49,1
892802,-48,2
892803,-47,3
892804,-46,4
892805,-45,5
892806,-44,6
892807,-43,7
892808,-42,8
892809,-41,9
892810,-40,0
892811,-39,1
892812,-38,2
892813,-37,3
892814,-36,4
892815,-35,5
892816,-34,6
892817,-33,7
892818,-32,8
892819,-31,9
892820,-30,0
892821,-29,1
892822,-28,2
892823,-27,3
892824,-26,4
892825,-25,5
892826,-24,6
892827,-23,7
892828,-22,8
892829,-21,9
892830,-20,0
892831,-19,1
892832,-18,2
892833,-17,3
892834,-16,4
892835,-15,5
892836,-14,6
892837,-13,7
892838,-12,8
892839,-11,9
892840,-10,0
892841,-9,1
892842,-8,2
892843,-7,3
892844,-6,4
892845,-5,5
892846,-4,6
892847,-3,7
892848,-2,8
892849,-1,9
892850,0,0
892851,1,1
892852,2,2
892853,3,3
892854,4,4
892855,5,5
892856,6,6
892857,7,7
892858,8,8
892859,9,9
892860,10,0
892861,11,1
892862,12,2
892863,13,3
892864,14,4
892865,15,5
892866,16,6
892867,17,7
892868,18,8
892869,19,9
892870,20,0
892871,21,1
892872,22,2
892873,23,3
892874,24,4
892875,25,5
892876,26,6
892877,27,7
892878,28,8
892879,29,9
892880,30,0
892881,31,1
892882,32,2
892883,33,3
892884,34,4
892885,35,5
892886,36,6
892887,37,7
892888,38,8
892889,39,9
892890,40,0
892891,41,1
892892,42,2
892893,43,3
892894,44,4
892895,45,5
892896,46,6
892897,47,7
892898,48,8
892899,49,9
892900,-50,0
892901,-49,1
892902,-48,2
892903,-47,3
892904,-46,4
892905,-45,5
892906,-44,6
892907,-43,7
892908,-42,8
892909,-41,9
892910,-40,0
892911,-39,1
892912,-38,2
892913,-37,3
892914,-36,4
892915,-35,5
892916,-34,6
892917,-33,7
892918,-32,8
892919,-31,9
892920,-30,0
892921,-29,1
892922,-28,2
892923,-27,3
892924,-26,4
892925,-25,5
892926,-24,6
892927,-23,7
892928,-22,8
892929,-21,9
892930,-20,0
892931,-19,1
892932,-18,2
892933,-17,3
892934,-16,4
892935,-15,5
892936,-14,6
892937,-13,7
892938,-12,8
892939,-11,9
892940,-10,0
892941,-9,1
892942,-8,2
892943,-7,3
892944,-6,4
892945,-5,5
892946,-4,6
892947,-3,7
892948,-2,8
892949,-1,9
892950,0,0
892951,1,1
892952,2,2
892953,3,3
892954,4,4
892955,5,5
892956,6,6
892957,7,7
892958,8,8
892959,9,9
892960,10,0
892961,11,1
892962,12,2
892963,13,3
892964,14,4
892965,15,5
892966,16,6
892967,17,7
892968,18,8
892969,19,9
892970,20,0
892971,21,1
892972,22,2
892973,23,3
892974,24,4
892975,25,5
892976,26,6
892977,27,7
892978,28,8
892979,29,9
892980,30,0
892981,31,1
892982,32,2
892983,33,3
892984,34,4
892985,35,5
892986,36,6
892987,37,7
892988,38,8
892989,39,9
892990,40,0
892991,41,1
892992,42,2
892993,43,3
892994,44,4
892995,45,5
892996,46,6
892997,47,7
892998,48,8
892999,49,9
893000,-50,0
893001,-49,1
893002,-48,2
893003,-47,3
893004,-46,4
893005,-45,5
893006,-44,6
893007,-43,7
893008,-42,8
893009,-41,9
893010,-40,0
893011,-39,1
893012,-38,2
893013,-37,3
893014,-36,4
893015,-35,5
893016,-34,6
893017,-33,7
893018,-32,8
893019,-31,9
893020,-30,0
893021,-29,1
893022,-28,2
893023,-27,3
893024,-26,4
893025,-25,5
893026,-24,6
893027,-23,7
893028,-22,8
893029,-21,9
893030,-20,0
893031,-19,1
893032,-18,2
893033,-17,3
893034,-16,4
893035,-15,5
893036,-14,6
893037,-13,7
893038,-12,8
893039,-11,9
893040,-10,0
893041,-9,1
893042,-8,2
893043,-7,3
893044,-6,4
893045,-5,5
893046,-4,6
893047,-3,7
893048,-2,8
893049,-1,9
893050,0,0
893051,1,1
893052,2,2
893053,3,3
893054,4,4
893055,5,5
893056,6,6
893057,7,7
893058,8,8
893059,9,9
893060,10,0
893061,11,1
893062,12,2
893063,13,3
893064,14,4
893065,15,5
893066,16,6
893067,17,7
893068,18,8
893069,19,9
893070,20,0
893071,21,1
893072,22,2
893073,23,3
893074,24,4
893075,25,5
893076,26,6
893077,27,7
893078,28,8
893079,29,9
893080,30,0
893081,31,1
893082,32,2
893083,33,3
893084,34,4
893085,35,5
893086,36,6
893087,37,7
893088,38,8
893089,39,9
893090,40,0
893091,41,1
893092,42,2
893093,43,3
893094,44,4
893095,45,5
893096,46,6
893097,47,7
893098,48,8
893099,49,9
893100,-50,0
893101,-49,1
893102,-48,2
893103,-47,3
893104,-46,4
893105,-45,5
893106,-44,6
893107,-43,7
893108,-42,8
893109,-41,9
893110,-40,0
893111,-39,1
893112,-38,2
893113,-37,3
893114,-36,4
893115,-35,5
893116,-34,6
893117,-33,7
893118,-32,8
893119,-31,9
893120,-30,0
893121,-29,1
893122,-28,2
893123,-27,3
893124,-26,4
893125,-25,5
893126,-24,6
893127,-23,7
893128,-22,8
893129,-21,9
893130,-20,0
893131,-19,1
893132,-18,2
893133,-17,3
893134,-16,4
893135,-15,5
893136,-14,6
893137,-13,7
893138,-12,8
893139,-11,9
893140,-10,0
893141,-9,1
893142,-8,2
893143,-7,3
893144,-6,4
893145,-5,5
893146,-4,6
893147,-3,7
893148,-2,8
893149,-1,9
893150,0,0
893151,1,1
893152,2,2
893153,3,3
893154,4,4
893155,5,5
893156,6,6
893157,7,7
893158,8,8
893159,9,9
893160,10,0
893161,11,1
893162,12,2
893163,13,3
893164,14,4
893165,15,5
893166,16,6
893167,17,7
893168,18,8
893169,19,9
893170,20,0
893171,21,1
893172,22,2
893173,23,3
893174,24,4
893175,25,5
893176,26,6
893177,27,7
893178,28,8
893179,29,9
893180,30,0
893181,31,1
893182,32,2
893183,33,3
893184,34,4
893185,35,5
893186,36,6
893187,37,7
893188,38,8
893189,39,9
893190,40,0
893191,41,1
893192,42,2
893193,43,3
893194,44,4
893195,45,5
893196,46,6
893197,47,7
893198,48,8
893199,49,9
893200,-50,0
893201,-49,1
893202,-48,2
893203,-47,3
893204,-46,4
893205,-45,5
893206,-44,6
893207,-43,7
893208,-42,8
893209,-41,9
893210,-40,0
893211,-39,1
893212,-38,2
893213,-37,3
893214,-36,4
893215,-35,5
893216,-34,6
893217,-33,7
893218,-32,8
893219,-31,9
893220,-30,0
893221,-29,1
893222,-28,2
893223,-27,3
893224,-26,4
893225,-25,5
893226,-24,6
893227,-23,7
893228,-22,8
893229,-21,9
893230,-20,0
893231,-19,1
893232,-18,2
893233,-17,3
893234,-16,4
893235,-15,5
893236,-14,6
893237,-13,7
893238,-12,8
893239,-11,9
893240,-10,0
893241,-9,1
893242,-8,2
893243,-7,3
893244,-6,4
893245,-5,5
893246,-4,6
893247,-3,7
893248,-2,8
893249,-1,9
893250,0,0
893251,1,1
893252,2,2
893253,3,3
893254,4,4
893255,5,5
893256,6,6
893257,7,7
893258,8,8
893259,9,9
893260,10,0
893261,11,1
893262,12,2
893263,13,3
893264,14,4
893265,15,5
893266,16,6
893267,17,7
893268,18,8
893269,19,9
893270,20,0
893271,21,1
893272,22,2
893273,23,3
893274,24,4
893275,25,5
893276,26,6
893277,27,7
893278,28,8
893279,29,9
893280,30,0
893281,31,1
893282,32,2
893283,33,3
893284,34,4
893285,35,5
893286,36,6
893287,37,7
893288,38,8
893289,39,9
893290,40,0
893291,41,1
893292,42,2
893293,43,3
893294,44,4
893295,45,5
893296,46,6
893297,47,7
893298,48,8
893299,49,9
893300,-50,0
893301,-49,1
893302,-48,2
893303,-47,3
893304,-46,4
893305,-45,5
893306,-44,6
893307,-43,7
893308,-42,8
893309,-41,9
893310,-40,0
893311,-39,1
893312,-38,2
893313,-37,3
893314,-36,4
893315,-35,5
893316,-34,6
893317,-33,7
893318,-32,8
893319,-31,9
893320,-30,0
893321,-29,1
893322,-28,2
893323,-27,3
893324,-26,4
893325,-25,5
893326,-24,6
893327,-23,7
893328,-22,8
893329,-21,9
893330,-20,0
893331,-19,1
893332,-18,2
893333,-17,3
893334,-16,4
893335,-15,5
893336,-14,6
893337,-13,7
893338,-12,8
893339,-11,9
893340,-10,0
893341,-9,1
893342,-8,2
893343,-7,3
893344,-6,4
893345,-5,5
893346,-4,6
893347,-3,7
893348,-2,8
893349,-1,9
893350,0,0
893351,1,1
893352,2,2
893353,3,3
893354,4,4
893355,5,5
893356,6,6
893357,7,7
893358,8,8
893359,9,9
893360,10,0
893361,11,1
893362,12,2
893363,13,3
893364,14,4
893365,15,5
893366,16,6
893367,17,7
893368,18,8
893369,19,9
893370,20,0
893371,21,1
893372,22,2
893373,23,3
893374,24,4
893375,25,5
893376,26,6
893377,27,7
893378,28,8
893379,29,9
893380,30,0
893381,31,1
893382,32,2
893383,33,3
893384,34,4
893385,35,5
893386,36,6
893387,37,7
893388,38,8
893389,39,9
893390,40,0
893391,41,1
893392,42,2
893393,43,3
893394,44,4
893395,45,5
893396,46,6
893397,47,7
893398,48,8
893399,49,9
893400,-50,0
893401,-49,1
893402,-48,2
893403,-47,3
893404,-46,4
893405,-45,5
893406,-44,6
893407,-43,7
893408,-42,8
893409,-41,9
893410,-40,0
893411,-39,1
893412,-38,2
893413,-37,3
893414,-36,4
893415,-35,5
893416,-34,6
893417,-33,7
893418,-32,8
893419,-31,9
893420,-30,0
893421,-29,1
893422,-28,2
893423,-27,3
893424,-26,4
893425,-25,5
893426,-24,6
893427,-23,7
893428,-22,8
893429,-21,9
893430,-20,0
893431,-19,1
893432,-18,2
893433,-17,3
893434,-16,4
893435,-15,5
893436,-14,6
893437,-13,7
893438,-12,8
893439,-11,9
893440,-10,0
893441,-9,1
893442,-8,2
893443,-7,3
893444,-6,4
893445,-5,5
893446,-4,6
893447,-3,7
893448,-2,8
893449,-1,9
893450,0,0
893451,1,1
893452,2,2
893453,3,3
893454,4,4
893455,5,5
893456,6,6
893457,7,7
893458,8,8
893459,9,9
893460,10,0
893461,11,1
893462,12,2
893463,13,3
893464,14,4
893465,15,5
893466,16,6
893467,17,7
893468,18,8
893469,19,9
893470,20,0
893471,21,1
893472,22,2
893473,23,3
893474,24,4
893475,25,5
893476,26,6
893477,27,7
893478,28,8
893479,29,9
893480,30,0
893481,31,1
893482,32,2
893483,33,3
893484,34,4
893485,35,5
893486,36,6
893487,37,7
893488,38,8
893489,39,9
893490,40,0
893491,41,1
893492,42,2
893493,43,3
893494,44,4
893495,45,5
893496,46,6
893497,47,7
893498,48,8
893499,49,9
893500,-50,0
893501,-49,1
893502,-48,2
893503,-47,3
893504,-46,4
893505,-45,5
893506,-44,6
893507,-43,7
893508,-42,8
893509,-41,9
893510,-40,0
893511,-39,1
893512,-38,2
893513,-37,3
893514,-36,4
893515,-35,5
893516,-34,6
893517,-33,7
893518,-32,8
893519,-31,9
893520,-30,0
893521,-29,1
893522,-28,2
893523,-27,3
893524,-26,4
893525,-25,5
893526,-24,6
893527,-23,7
893528,-22,8
893529,-21,9
893530,-20,0
893531,-19,1
893532,-18,2
893533,-17,3
893534,-16,4
893535,-15,5
893536,-14,6
893537,-13,7
893538,-12,8
893539,-11,9
893540,-10,0
893541,-9,1
893542,-8,2
893543,-7,3
893544,-6,4
893545,-5,5
893546,-4,6
893547,-3,7
893548,-2,8
893549,-1,9
893550,0,0
893551,1,1
893552,2,2
893553,3,3
893554,4,4
893555,5,5
893556,6,6
893557,7,7
893558,8,8
893559,9,9
893560,10,0
893561,11,1
893562,12,2
893563,13,3
893564,14,4
893565,15,5
893566,16,6
893567,17,7
893568,18,8
893569,19,9
893570,20,0
893571,21,1
893572,22,2
893573,23,3
893574,24,4
893575,25,5
893576,26,6
893577,27,7
893578,28,8
893579,29,9
893580,30,0
893581,31,1
893582,32,2
893583,33,3
893584,34,4
893585,35,5
893586,36,6
893587,37,7
893588,38,8
893589,39,9
893590,40,0
893591,41,1
893592,42,2
893593,43,3
893594,44,4
893595,45,5
893596,46,6
893597,47,7
893598,48,8
893599,49,9
893600,-50,0
893601,-49,1
893602,-48,2
893603,-47,3
893604,-46,4
893605,-45,5
893606,-44,6
893607,-43,7
893608,-42,8
893609,-41,9
893610,-40,0
893611,-39,1
893612,-38,2
893613,-37,3
893614,-36,4
893615,-35,5
893616,-34,6
893617,-33,7
893618,-32,8
893619,-31,9
893620,-30,0
893621,-29,1
893622,-28,2
893623,-27,3
893624,-26,4
893625,-25,5
893626,-24,6
893627,-23,7
893628,-22,8
893629,-21,9
893630,-20,0
893631,-19,1
893632,-18,2
893633,-17,3
893634,-16,4
893635,-15,5
893636,-14,6
893637,-13,7
893638,-12,8
893639,-11,9
893640,-10,0
893641,-9,1
893642,-8,2
893643,-7,3
893644,-6,4
893645,-5,5
893646,-4,6
893647,-3,7
893648,-2,8
893649,-1,9
893650,0,0
893651,1,1
893652,2,2
893653,3,3
893654,4,4
893655,5,5
893656,6,6
893657,7,7
893658,8,8
893659,9,9
893660,10,0
893661,11,1
893662,12,2
893663,13,3
893664,14,4
893665,15,5
893666,16,6
893667,17,7
893668,18,8
893669,19,9
893670,20,0
893671,21,1
893672,22,2
893673,23,3
893674,24,4
893675,25,5
893676,26,6
893677,27,7
893678,28,8
893679,29,9
893680,30,0
893681,31,1
893682,32,2
893683,33,3
893684,34,4
893685,35,5
893686,36,6
893687,37,7
893688,38,8
893689,39,9
893690,40,0
893691,41,1
893692,42,2
893693,43,3
893694,44,4
893695,45,5
893696,46,6
893697,47,7
893698,48,8
893699,49,9
893700,-50,0
893701,-49,1
893702,-48,2
893703,-47,3
893704,-46,4
893705,-45,5
893706,-44,6
893707,-43,7
893708,-42,8
893709,-41,9
893710,-40,0
893711,-39,1
893712,-38,2
893713,-37,3
893714,-36,4
893715,-35,5
893716,-34,6
893717,-33,7
893718,-32,8
893719,-31,9
893720,-30,0
893721,-29,1
893722,-28,2
893723,-27,3
893724,-26,4
893725,-25,5
893726,-24,6
893727,-23,7
893728,-22,8
893729,-21,9
893730,-20,0
893731,-19,1
893732,-18,2
893733,-17,3
893734,-16,4
893735,-15,5
893736,-14,6
893737,-13,7
893738,-12,8
893739,-11,9
893740,-10,0
893741,-9,1
893742,-8,2
893743,-7,3
893744,-6,4
893745,-5,5
893746,-4,6
893747,-3,7
893748,-2,8
893749,-1,9
893750,0,0
893751,1,1
893752,2,2
893753,3,3
893754,4,4
893755,5,5
893756,6,6
893757,7,7
893758,8,8
893759,9,9
893760,10,0
893761,11,1
893762,12,2
893763,13,3
893764,14,4
893765,15,5
893766,16,6
893767,17,7
893768,18,8
893769,19,9
893770,20,0
893771,21,1
893772,22,2
893773,23,3
893774,24,4
893775,25,5
893776,26,6
893777,27,7
893778,28,8
893779,29,9
893780,30,0
893781,31,1
893782,32,2
893783,33,3
893784,34,4
893785,35,5
893786,36,6
893787,37,7
893788,38,8
893789,39,9
893790,40,0
893791,41,1
893792,42,2
893793,43,3
893794,44,4
893795,45,5
893796,46,6
893797,47,7
893798,48,8
893799,49,9
893800,-50,0
893801,-49,1
893802,-48,2
893803,-47,3
893804,-46,4
893805,-45,5
893806,-44,6
893807,-43,7
893808,-42,8
893809,-41,9
893810,-40,0
893811,-39,1
893812,-38,2
893813,-37,3
893814,-36,4
893815,-35,5
893816,-34,6
893817,-33,7
893818,-32,8
893819,-31,9
893820,-30,0
893821,-29,1
893822,-28,2
893823,-27,3
893824,-26,4
893825,-25,5
893826,-24,6
893827,-23,7
893828,-22,8
893829,-21,9
893830,-20,0
893831,-19,1
893832,-18,2
893833,-17,3
893834,-16,4
893835,-15,5
893836,-14,6
893837,-13,7
893838,-12,8
893839,-11,9
893840,-10,0
893841,-9,1
893842,-8,2
893843,-7,3
893844,-6,4
893845,-5,5
893846,-4,6
893847,-3,7
893848,-2,8
893849,-1,9
893850,0,0
893851,1,1
893852,2,2
893853,3,3
893854,4,4
893855,5,5
893856,6,6
893857,7,7
893858,8,8
893859,9,9
893860,10,0
893861,11,1
893862,12,2
893863,13,3
893864,14,4
893865,15,5
893866,16,6
893867,17,7
893868,18,8
893869,19,9
893870,20,0
893871,21,1
893872,22,2
893873,23,3
893874,24,4
893875,25,5
893876,26,6
893877,27,7
893878,28,8
893879,29,9
893880,30,0
893881,31,1
893882,32,2
893883,33,3
893884,34,4
893885,35,5
893886,36,6
893887,37,7
893888,38,8
893889,39,9
893890,40,0
893891,41,1
893892,42,2
893893,43,3
893894,44,4
893895,45,5
893896,46,6
893897,47,7
893898,48,8
893899,49,9
893900,-50,0
893901,-49,1
893902,-48,2
893903,-47,3
893904,-46,4
893905,-45,5
893906,-44,6
893907,-43,7
893908,-42,8
893909,-41,9
893910,-40,0
893911,-39,1
893912,-38,2
893913,-37,3
893914,-36,4
893915,-35,5
893916,-34,6
893917,-33,7
893918,-32,8
893919,-31,9
893920,-30,0
893921,-29,1
893922,-28,2
893923,-27,3
893924,-26,4
893925,-25,5
893926,-24,6
893927,-23,7
893928,-22,8
893929,-21,9
893930,-20,0
893931,-19,1
893932,-18,2
893933,-17,3
893934,-16,4
893935,-15,5
893936,-14,6
893937,-13,7
893938,-12,8
893939,-11,9
893940,-10,0
893941,-9,1
893942,-8,2
893943,-7,3
893944,-6,4
893945,-5,5
893946,-4,6
893947,-3,7
893948,-2,8
893949,-1,9
893950,0,0
893951,1,1
893952,2,2
893953,3,3
893954,4,4
893955,5,5
893956,6,6
893957,7,7
893958,8,8
893959,9,9
893960,10,0
893961,11,1
893962,12,2
893963,13,3
893964,14,4
893965,15,5
893966,16,6
893967,17,7
893968,18,8
893969,19,9
893970,20,0
893971,21,1
893972,22,2
893973,23,3
893974,24,4
893975,25,5
893976,26,6
893977,27,7
893978,28,8
893979,29,9
893980,30,0
893981,31,1
893982,32,2
893983,33,3
893984,34,4
893985,35,5
893986,36,6
893987,37,7
893988,38,8
893989,39,9
893990,40,0
893991,41,1
893992,42,2
893993,43,3
893994,44,4
893995,45,5
893996,46,6
893997,47,7
893998,48,8
893999,49,9
894000,-50,0
894001,-49,1
894002,-48,2
894003,-47,3
894004,-46,4
894005,-45,5
894006,-44,6
894007,-43,7
894008,-42,8
894009,-41,9
894010,-40,0
894011,-39,1
894012,-38,2
894013,-37,3
894014,-36,4
894015,-35,5
894016,-34,6
894017,-33,7
894018,-32,8
894019,-31,9
894020,-30,0
894021,-29,1
894022,-28,2
894023,-27,3
894024,-26,4
894025,-25,5
894026,-24,6
894027,-23,7
894028,-22,8
894029,-21,9
894030,-20,0
894031,-19,1
894032,-18,2
894033,-17,3
894034,-16,4
894035,-15,5
894036,-14,6
894037,-13,7
894038,-12,8
894039,-11,9
894040,-10,0
894041,-9,1
894042,-8,2
894043,-7,3
894044,-6,4
894045,-5,5
894046,-4,6
894047,-3,7
894048,-2,8
894049,-1,9
894050,0,0
894051,1,1
894052,2,2
894053,3,3
894054,4,4
894055,5,5
894056,6,6
894057,7,7
894058,8,8
894059,9,9
894060,10,0
894061,11,1
894062,12,2
894063,13,3
894064,14,4
894065,15,5
894066,16,6
894067,17,7
894068,18,8
894069,19,9
894070,20,0
894071,21,1
894072,22,2
894073,23,3
894074,24,4
894075,25,5
894076,26,6
894077,27,7
894078,28,8
894079,29,9
894080,30,0
894081,31,1
894082,32,2
894083,33,3
894084,34,4
894085,35,5
894086,36,6
894087,37,7
894088,38,8
894089,39,9
894090,40,0
894091,41,1
894092,42,2
894093,43,3
894094,44,4
894095,45,5
894096,46,6
894097,47,7
894098,48,8
894099,49,9
894100,-50,0
894101,-49,1
894102,-48,2
894103,-47,3
894104,-46,4
894105,-45,5
894106,-44,6
894107,-43,7
894108,-42,8
894109,-41,9
894110,-40,0
894111,-39,1
894112,-38,2
894113,-37,3
894114,-36,4
894115,-35,5
894116,-34,6
894117,-33,7
894118,-32,8
894119,-31,9
894120,-30,0
894121,-29,1
894122,-28,2
894123,-27,3
894124,-26,4
894125,-25,5
894126,-24,6
894127,-23,7
894128,-22,8
894129,-21,9
894130,-20,0
894131,-19,1
894132,-18,2
894133,-17,3
894134,-16,4
894135,-15,5
894136,-14,6
894137,-13,7
894138,-12,8
894139,-11,9
894140,-10,0
894141,-9,1
894142,-8,2
894143,-7,3
894144,-6,4
894145,-5,5
894146,-4,6
894147,-3,7
894148,-2,8
894149,-1,9
894150,0,0
894151,1,1
894152,2,2
894153,3,3
894154,4,4
894155,5,5
894156,6,6
894157,7,7
894158,8,8
894159,9,9
894160,10,0
894161,11,1
894162,12,2
894163,13,3
894164,14,4
894165,15,5
894166,16,6
894167,17,7
894168,18,8
894169,19,9
894170,20,0
894171,21,1
894172,22,2
894173,23,3
894174,24,4
894175,25,5
894176,26,6
894177,27,7
894178,28,8
894179,29,9
894180,30,0
894181,31,1
894182,32,2
894183,33,3
894184,34,4
894185,35,5
894186,36,6
894187,37,7
894188,38,8
894189,39,9
894190,40,0
894191,41,1
894192,42,2
894193,43,3
894194,44,4
894195,45,5
894196,46,6
894197,47,7
894198,48,8
894199,49,9
894200,-50,0
894201,-49,1
894202,-48,2
894203,-47,3
894204,-46,4
894205,-45,5
894206,-44,6
894207,-43,7
894208,-42,8
894209,-41,9
894210,-40,0
894211,-39,1
894212,-38,2
894213,-37,3
894214,-36,4
894215,-35,5
894216,-34,6
894217,-33,7
894218,-32,8
894219,-31,9
894220,-30,0
894221,-29,1
894222,-28,2
894223,-27,3
894224,-26,4
894225,-25,5
894226,-24,6
894227,-23,7
894228,-22,8
894229,-21,9
894230,-20,0
894231,-19,1
894232,-18,2
894233,-17,3
894234,-16,4
894235,-15,5
894236,-14,6
894237,-13,7
894238,-12,8
894239,-11,9
894240,-10,0
894241,-9,1
894242,-8,2
894243,-7,3
894244,-6,4
894245,-5,5
894246,-4,6
894247,-3,7
894248,-2,8
894249,-1,9
894250,0,0
894251,1,1
894252,2,2
894253,3,3
894254,4,4
894255,5,5
894256,6,6
894257,7,7
894258,8,8
894259,9,9
894260,10,0
894261,11,1
894262,12,2
894263,13,3
894264,14,4
894265,15,5
894266,16,6
894267,17,7
894268,18,8
894269,19,9
894270,20,0
894271,21,1
894272,22,2
894273,23,3
894274,24,4
894275,25,5
894276,26,6
894277,27,7
894278,28,8
894279,29,9
894280,30,0
894281,31,1
894282,32,2
894283,33,3
894284,34,4
894285,35,5
894286,36,6
894287,37,7
894288,38,8
894289,39,9
894290,40,0
894291,41,1
894292,42,2
894293,43,3
894294,44,4
894295,45,5
894296,46,6
894297,47,7
894298,48,8
894299,49,9
894300,-50,0
894301,-49,1
894302,-48,2
894303,-47,3
894304,-46,4
894305,-45,5
894306,-44,6
894307,-43,7
894308,-42,8
894309,-41,9
894310,-40,0
894311,-39,1
894312,-38,2
894313,-37,3
894314,-36,4
894315,-35,5
894316,-34,6
894317,-33,7
894318,-32,8
894319,-31,9
894320,-30,0
894321,-29,1
894322,-28,2
894323,-27,3
894324,-26,4
894325,-25,5
894326,-24,6
894327,-23,7
894328,-22,8
894329,-21,9
894330,-20,0
894331,-19,1
894332,-18,2
894333,-17,3
894334,-16,4
894335,-15,5
894336,-14,6
894337,-13,7
894338,-12,8
894339,-11,9
894340,-10,0
894341,-9,1
894342,-8,2
894343,-7,3
894344,-6,4
894345,-5,5
894346,-4,6
894347,-3,7
894348,-2,8
894349,-1,9
894350,0,0
894351,1,1
894352,2,2
894353,3,3
894354,4,4
894355,5,5
894356,6,6
894357,7,7
894358,8,8
894359,9,9
894360,10,0
894361,11,1
894362,12,2
894363,13,3
894364,14,4
894365,15,5
894366,16,6
894367,17,7
894368,18,8
894369,19,9
894370,20,0
894371,21,1
894372,22,2
894373,23,3
894374,24,4
894375,25,5
894376,26,6
894377,27,7
894378,28,8
894379,29,9
894380,30,0
894381,31,1
894382,32,2
894383,33,3
894384,34,4
894385,35,5
894386,36,6
894387,37,7
894388,38,8
894389,39,9
894390,40,0
894391,41,1
894392,42,2
894393,43,3
894394,44,4
894395,45,5
894396,46,6
894397,47,7
894398,48,8
894399,49,9
894400,-50,0
894401,-49,1
894402,-48,2
894403,-47,3
894404,-46,4
894405,-45,5
894406,-44,6
894407,-43,7
894408,-42,8
894409,-41,9
894410,-40,0
894411,-39,1
894412,-38,2
894413,-37,3
894414,-36,4
894415,-35,5
894416,-34,6
894417,-33,7
894418,-32,8
894419,-31,9
894420,-30,0
894421,-29,1
894422,-28,2
894423,-27,3
894424,-26,4
894425,-25,5
894426,-24,6
894427,-23,7
894428,-22,8
894429,-21,9
894430,-20,0
894431,-19,1
894432,-18,2
894433,-17,3
894434,-16,4
894435,-15,5
894436,-14,6
894437,-13,7
894438,-12,8
894439,-11,9
894440,-10,0
894441,-9,1
894442,-8,2
894443,-7,3
894444,-6,4
894445,-5,5
894446,-4,6
894447,-3,7
894448,-2,8
894449,-1,9
894450,0,0
894451,1,1
894452,2,2
894453,3,3
894454,4,4
894455,5,5
894456,6,6
894457,7,7
894458,8,8
894459,9,9
894460,10,0
894461,11,1
894462,12,2
894463,13,3
894464,14,4
894465,15,5
894466,16,6
894467,17,7
894468,18,8
894469,19,9
894470,20,0
894471,21,1
894472,22,2
894473,23,3
894474,24,4
894475,25,5
894476,26,6
894477,27,7
894478,28,8
894479,29,9
894480,30,0
894481,31,1
894482,32,2
894483,33,3
894484,34,4
894485,35,5
894486,36,6
894487,37,7
894488,38,8
894489,39,9
894490,40,0
894491,41,1
894492,42,2
894493,43,3
894494,44,4
894495,45,5
894496,46,6
894497,47,7
894498,48,8
894499,49,9
894500,-50,0
894501,-49,1
894502,-48,2
894503,-47,3
894504,-46,4
894505,-45,5
894506,-44,6
894507,-43,7
894508,-42,8
894509,-41,9
894510,-40,0
894511,-39,1
894512,-38,2
